review,sentiment
Ok saw the movie now on steaming with Disney+. Im so happy that i was not in the cinema because this is the worste F4 movie ever in history. I cant understand why they used Pedro Pascal for the role of Reed Richards. And the woman from Mission Impossible oh my god. I think this worse play can only topped by the badest human torge ever. Who is this guy??? Really? It looks like a 14 year old kid. And sorry Marvel but THIS story is wow... i have no words. I understand why the MCU is killed since Endgame. After this F4 movie i made my decission of no superhero movies in future.,negative
"I saw this film yesterday. It was decent, but Pascal as Reed was a horrible miscast. It was a financial cast, appealing to a built-in audience rather than an artistic choice.",neutral
Somewhere between okay and really disappointing,neutral
Boring movie and what was the aim of that move ? I mean any lesson? How to birth a child in space or what? Is that really easy even not on earth to born a baby I was just sleepy all the time while I went to watch that movie plus ugly rock guy why should we see that man do they really need him? Please try to make it good next time thanks,negative
"I HATE when they make ACTION movies into SOAP OPERAS. I'm sensing this is ANOTHER WASTE of time. The F4 couldn't fight Galactus. They'd need The WHOLE Marvel UNIVERSE to fight him. I think this is gonna be pretty whack. I'll be BACK to apologize if by some miraculous circumstances, I was wrong .",negative
looks rubbish!,negative
This looks horrible nothing about this movie looks interesting apart from maybe galactus,negative
"This movie is absolutely....boring! It's what to expect when you're expecting a cosmic baby and an advertisement for ABC. They should've left the Red Ghost in it and made it a show on Disney plus. The only reason why I didn't fall asleep in the theater is because I think the employees were looking for someone and came in several times to try to find them. And the actor playing Johnny Storm looks too much like RDJr when he was younger. The score was too much hype for such a slow movie. There was no good soundtrack (could've added some 50s or 60s music but I guess that earth didn't have any), the end song made you tired before going on the road to drive home. The only good thing about it was Ben, he was a gem.",negative
This movie was sooooo bad!!! Seriously me and my nephew fell a sleep!!!,negative
This was without a doubt the lamest F4 movie since the 1994,negative
This movie is so boring 😐,negative
"This is absolutely the worse most absolutely stupid super hero, if not MOVIE, of all time. For some reason they can’t make a good movie either time out of this. That’s to bad. So much potential. This is just lame. I’d give it a zero out of ten! From casting to story line . Especially storyline! I can’t believe I paid 6 bucks for it.",negative
this movie could have been very interesting. Too bad they didn't know how to take advantage of it But the photography and effects are beautiful,neutral
"Not a bad movie. Not Marvel’s best, but a good 2 hour time sink. Can’t believe the voice actor for Clank in the Ratchet and Clank games voices Arishem the Judge in this!",neutral
I’m not a marvel fan but I thought this movie was ok,neutral
"I thought it was an okay movie, but after another viewing, it’s good than the first!",neutral
It wasn’t horrible. It is hard to connect with character cuz there are so many but I think that problem will go away with time since they will continue to appear in the future mcu,neutral
"Just recently saw this movie and I gotta say, honestly underwhelmed by it. It's not a horrible movie just average at best. Might have turned out better if they instead split this movie into two, one focusing on the past and what caused the Eternals to split and go their separate ways, the other focused on the re-emergence of Deviants. It'd give proper time for us to know them as characters in the first movie, then they could establish that sentient Deviant as a proper villain in the second movie and make him feel like more of a threat.",neutral
Honestly not a good movie but not a bad movie. Definitely enjoyable,neutral
"This movie is too overhated, it wasn't the best but it wasn't the worst",neutral
For me I rate it 5.5 out of 10,neutral
It was alright. Imo one of the better phase 4 marvel movies.,neutral
"I saw the movie, it's not the best or the worst but I enjoyed the humor",neutral
"I watched Eternals on disney plus. Not as bad as people say it is. I def think there's worse marvel movies out there. I loved how unique and informative this movie was for the entire MCU, although in overall, I don't think the movie was amazing.",neutral
"Nice scenery, good music, no Story. It was ok.",neutral
"Watched it on a flight today. A very mediocre movie. It wasn't bad, but I can't say that I enjoyed it either. Definitely underwhelming for a Marvel flick and most characters were forgettable.",neutral
"The movie is not great it's not that bad tho, but it's definitely my least favorite movie in the mcu, kinda disappointed cause the CGI is actually really good compared to some of mcu previous movies. For the first time the movie actually felt like 2 hours 36 minutes",neutral
Mid movie,neutral
Temu Avengers,negative
"This movie definitely had many flaws, but I thoroughly enjoyed it. I hope they keep the eternals and make more films with them in it",neutral
"This is the most mid movie i've seen, wasted my time lol.",neutral
Movie is fine even if not the best,neutral
Garbage,negative
this movie was such a huge box office flop.,negative
Worst performing MCU movie ever made.,negative
Boring wahmen power movie.,negative
Really boring movie that's why it bombed.,negative
"How did they put so much money into this movie and make it look so bad. The costumes don't fit well, the CGI looks bad, the villain looks hilariously unthreatening. Whoever decided to push it in this state was smoking crack",negative
I loved this movie,positive
The Marvels ranks as the worst movie in the history of the Marvel Cinematic Universe,negative
"This is the only MCU movie to flop, btw. Iman did look like she was having the time of her life in this movie.",negative
Cringe.,negative
the movie nobody wanted,negative
Just came to put a dislike,negative
I can see why this did so bad...looks awful!,negative
"this movie is so bad, it's no surprise everyone hates it",negative
Most boring Marvel movie I ever watched.,negative
Worse movie ever . Reminded me like a cosmic wizard of oz. Was this suppose to be a marvel movie or a sing along,negative
What's worse than one horrible superhero movie character? Three horrible superhero movie characters crammed in the same movie.,negative
Never disliked a movie this much,negative
Never liked a movie this much,positive
Why are these marvel movies getting so kiddish i feel like I’m watching a disney channel show,negative
Even the characters in the trailer are confused 😅,negative
The greatest super power of all time. Seeing light.,neutral
"Someone should make a mashup video of every villain saying ""you took everything from me""",neutral
Why are these marvel movies getting so kiddish i feel like I’m watching a disney channel show,negative
"""I can see light"" finally a super power we can all relate too. Brave and stunning.",neutral
The greatest super power of all time. Seeing light.,neutral
Iman is clearly just having the best time of her life right now and seeing her having fun throughout the movie is the biggest thing about it I’m looking forward to,positive
A tree has more facial expression than Brie Larson.,negative
I'm excited to see more of Carol's personality in this movie. She was a blank slate for most of the first movie and we have only see bits and pieces of it in Endgame,positive
The Marvels - DISASTROUS box office,negative
Wait a minute...I can see light too! 😅,neutral
"I hope they do it justice in this second movie, it looks more developed than the first one, I can't wait anymore!!",positive
This trailer looks absolutely way better than the first one the action and some interesting stuff. Can't wait to see it,positive
This feels much more cinematic than the first trailer. So hyped!,positive
"Either the directors and the writers are the stupidest or they think of us, the audience stupider. Watching this movie was literally torture.",negative
Interesting how many fake spam accounts are here saying the same things.,neutral
They really are deleting comments 😂,neutral
This is the most obviously bot filled comment section I’ve ever seen 😂,neutral
"This is hype!
The 3 of them will absolutely be the best team in the MCU. Kicking butts left and right. 👊",positive
"This movie sucked, they’re just trying to be funny in every scene",negative
They worked hard on that cat/monster scene. You can tell.,neutral
2 years I still haven’t seen this film but it seems like every day one of the Spider-Man films is on.,neutral
Only watching for park seo joon,neutral
Movie was stupid and ludicrous 😂😂😂😂.,negative
Wow this movie sucks,negative
"this movie is totally ridiculous, stupid and makes zero sense",negative
the suspicious bot activity is causing demonization,neutral
"I didn’t even know this was a movie until today, and I follow the marvel universe very closely 😭",neutral
I would love to see this movie made into a musical. You go girls. 👁️👄👁️,neutral
Some folks need a perpetual enemy so they can justify their own inadequacies to themselves. It’s kind of insane,neutral
They are trying to increase the views of the videos with money,neutral
They are ruining marvel with childishness!!!! Why every movie has to be soooo childish😢. It’s become disney universe,negative
"I couldn't make it halfway through the trailer!!
What a disgusting crap, you guys have done!
Can't believe this is the Marvel that gave us Infinity War, Endgame!",negative
Definitely one of the worst trailers and worst movies.,negative
I’m here for park seo joon 😪and they didn’t even show him like that in this trailer,neutral
"I cant even feel the emotions from this film, As a marvel fan, i am totally  disappointed 😥.",negative
"i like the origional captain marvel from DC comics, the one they call shazam half the time hes called captain marvel bring him back ;)",neutral
It took me one year to find out this movie existed.,neutral
Congrats on worst movie ever 😭 like what they was thinking,negative
tried my best to like it but i failed after 20-30 mins. Then i cancelled my Disney+ subscription.,negative
"Easily worst one they’ve done thus far.
This movie was painful to watch from beginning to end",negative
Dumbest movie ever,negative
Literally the worst movie I've watched in so long It's mindblowing,negative
Just such terrible story telling!,negative
"Man, these comments are so filtered. Only positive comments, how strange...",neutral
"This might be the shittiest marvel movies. Who wrote the plot must be fired. I get it you need to introduce new actors and characters, but man there  is no negative word to describe it, even the trash looks better than this.",negative
"As always, it was a very creative and beautiful trailer. We are waiting for the continuation of your Marvel movies.",positive
Is this disney movie,neutral
"Marvel needs to choose good actors....
The actings are so childish.. Felt so cringe throughout the movie.",negative
"It's one of the worst movies I have seen in the past decades, if not the worst. I hate stopping movies in the middle, but I have to stop every five minutes and walk away for days so I can forget the details and continue. It has been months since I started, but I am only halfway through the movie. The movie lacks in story, decent actions (they tried but failed miserably), humor, logic, consistency in power scale, casting, directing, etc. I had much better viewing experiences at independent movie showings by high school students, who probably had less than x1/100,000 budget. I would not even recommend the movie to my worst enemies.",negative
"The marvels movie is so bad. The characters are not like in the avengers. The movie is full of narcissist,feminist,childish and I think Stan Lee wouldn't like it if he is alive.",negative
This is absolutely the worst thing I've ever seen. This movie is a joke and the villan is terrible. Actually they all suck,negative
there is not even one single white male main character. At least there is Nick Fury but he is not white,neutral
Where is the Indian superhero marvel ??,neutral
"predictable, boring, heroes never die, heroes always win. garbage.",negative
"Terrible film,  first 10min and I stopped watching",negative
Marvel has found a winning formula.  Lots of fun cameos.,neutral
This movie is actually pretty good.,positive
"When I first saw the trailer , seeing Jane got me worried, I thought her arc will ruin the movie yet I stayed hopeful that it maybe as good as thor:ragnarok or even more , I thought thor will try to truly find himself , I thought thor will travel the world with guardians and then gorr would be shown and Christian bale would be given justice , he played so nicely and jane would just have a small cameo where she got the hammer or would be like valkyrie in ragnarok and thor realizes that he doesn't need the hammer to control his power , but they completely ruined it 🤦 the potential this movie had was destroyed",negative
"the worst film of the MCU. an absolute waste of time, energy and money. if the director doesn't care, why should we",negative
"It’s such a shame MCU completely screw up this epic storyline so badly. Also, MCU continues to treat Asgardians like they are just weak and normal people like human when although they are far less powerful than Thor and Odin, they still are much much stronger and much more durable than most species in the universe because of their much denser physiology. Even a regular Asgardian can lift tons and endure powerful energy blasts. They also heal faster . They should not be just a village of helpless folks as depicted in the movie..",negative
Too bad this movie sucked.,negative
no this movie has no right to live in this universe,negative
The first trailer had me hyped. This trailer has me ULTRA HYPED.,positive
This movie had Christian Bale and Russel Crowe and ended up being trash……wow,negative
This movie is neither good nor bad-it’s in between. It’s overly hated. People nowadays keep hating everything-either because they compare MCU with comics and get disappointed when their favourite villains get nerfed or just because the hate is “Trendy”.,neutral
Trash movie ever,negative
This movie was terrible and ruined by the director,negative
"Chris Hemsworth, Christian Bale and Valkyrie chick were the only shining stars in the movie. By far one of the worst movies I have ever watched. Such waste of good talented actors. Did not like Jane foster turning into Thor. Terrible storyline. The acting was similar to Tv drama standard like ‘Once upon a time’. From back in 2011. 🫢",negative
"If you took out those idiotic screaming goats, this movie would become 30% more watchable.",negative
"Such a disgusting movie, shame they kill gorr",negative
"the worst film of the MCU. an absolute waste of time, energy and money. if the director doesn't care, why should we",negative
"Watching this trailer makes me remember just how excited I was for this movies to just be underwhelmed and sad about what they did to Thor’s character, like I get him being more “human” and funny but it went just too far. Ragnarok and infinity war was the perfect mix of funny and serious thor",negative
"It’s such a shame MCU completely screw up this epic storyline so badly. Also, MCU continues to treat Asgardians like they are just weak and normal people like human when although they are far less powerful than Thor and Odin, they still are much much stronger and much more durable than most species in the universe because of their much denser physiology. Even a regular Asgardian can lift tons and endure powerful energy blasts. They also heal faster . They should not be just a village of helpless folks as depicted in the movie..",negative
"Trash movie!
Wasted Christian Bale - Gorr cast.
Trash, Trash, Trash!""",negative
Well marvel lost its grip after Stan lee died now some idoit is in charge of the show so some day they will see that he is a mistake and will fire him,negative
"Genuinely one of the worst movies, if not, the worst in THE MCU",negative
"Why did they make Thor so stupid in this one, did i miss something?",negative
most garbage movie ive ever watched in the mcu,negative
"the script was so bad.... they under utilized Christian Bale's acting skills. They needed to give him more lines and cut down on the romance part cringe parts... what the movie could have been with the Necro sword and the villain Gorr. Also, I did not like their depiction of Zeus... sheesh",negative
Movie is totally Disappointment,negative
Total disappointment. Thor has become a parody of himself sadly.,negative
The worst movie I've ever seen. You made Thor 2 and The Eternals seem amazing in comparison!,negative
Totally wasted,negative
This movie was so bad I was cringing at times. Not once but many times. Could have been so better instead of trying to be a joke. I just watched it and had to see the trailer to try and understand how they hyped such garbage. A generous 4/10 from me.,negative
With a legend like Christian bale the movies is just a waste. Bale tried it best but movie is failure not bale. We still love you bale.,negative
"Every marvel movie now is one giant commercial for Disney , the lame music doesn't help either , in the beginning when Thor was in a war they make it into a fuckin comedy , way to go, marvel movies suck thanks to Disney",negative
I like this movie. I LOVE Marvel! I LOVE Thor! ❤️,positive
Such wasted potential.,negative
"This movie had the potential, but it turned out to be a borefest!",negative
Disgusting this was the worst movie I ever seen!!!!!!! Shame on all involved!!!,negative
"This was such an awful film. Its really bad. Reduce one of the most important MCU characters, ""BRING ME THANOS"" to this. It's beyond belief, and you can understand why the MCU is struggling now.",negative
This movie turned out to be horrible,negative
"The worse Thor ever, it's crap it destroys everything that the original and genuine Thor was. This is a cheap comical knockoff.",negative
"Pure garbage and I can't believe I broke down and watched it! Nothing but, empowered women and catering to the alphabet people🤮🤮🤮🤮🤮",negative
"by far the worst marvel movie I've seen, why would they make the goats scream like that. One major mistake among many",negative
Worse and stupid movie ever,negative
Looks silly,negative
Biggest disappointment of MCU history 🤷🏾‍♂️,negative
I hate this Thor. They really turned him into a clown.,negative
He is too goofy in this movie. I couldn't finish the movie because of that,negative
Ruined his character this this goofy persona. Good job Hollywood.,negative
"This movie sucked, I don't know how taika can direct a movie this bad after directing Thor Ragnarok.",negative
Biggest trash ever.,negative
"I still enjoyed this movie, hopefully we get to see more Natalie Portman",positive
"Why do they always need to add a female for every super male character?? It’s soo dam annoying, they try to make it seem like women are just as powerful but no, physically or mentally men will triumph especially in marvel movies. They need to stop with these female superhero’s, seriously.",negative
To bad this was rubbish,negative
we'll this movie sucked,negative
This is so dumb.,negative
The biggest disappointment for Marvel fans,negative
"Gorr was awesome, the rest of the movie was literally the worst movie ever.",negative
"Horrible, i couldn't even finish 30 minutes, they ruined it with the “ comedy”, i turned it off when Thor was speaking to his people after the children were abducted, i mean the da*n children were abducted and ya'll still making comedy",negative
Waste of time,negative
Worst Thor movie. Waste of time to see a lot of jokes and nothing more.,negative
Such a disappointment of a movie I was really hoping to see what Thor would become after endgame but he became a non serious goofy character that no one wants,negative
Horrible movie.,negative
This movie is trash ..4/10,negative
"A waste of money, resources and good actors.",negative
I have never thought it was possible to produce such a horrible movie. This is an insult to all Marvel fans. The comedy in this movie is written by and for retards.,negative
"Shame the movie was trash, the trailer was ok but nothing amazing",negative
"This movie is going to be a blast, and Gorr looks terrifying! Can't wait for this one ⚡",positive
"“YOU FLICKED TOO HARD, DAMMIT!” So excited for this movie.",positive
"I love how all the environments are so, so colorful bright, and then Gorr is just the absense of all color, what a contrast",positive
"This trailer shows how beautiful the movie is gonna be, all the different worlds and it's richness are something else.",positive
the Mandarin was the biggest dissapointment for me. Marvel WTF have you done :'(,negative
Terrible film.I like Downey but this movie is terrible.As a comic book fan my favorite is Iron Man and I am 60.I don't believe the movies did justice to Tony Stark.,negative
This movie was incredible I had chills the entire time I watched it,positive
"This one of my favorite movies of the year, I don't care what other people say. This movie was a huge improvement over Iron Man 2.",positive
Iron man 3 was TOTALLY AWESOME!!!,positive
How was this the best movie you have seen in a while? The story line made no sense whatsoever. One of the biggest letdowns of the year.,negative
At 1:43 is the the Hulk grabing on to IRonman's legs? There is a HulkBuster suit in the movie so I guess it could be. If you enlarge the trailer to full screen size you can tell what ever it is at 1:43 of this trailer it is BIG and green.,neutral
It has already been named through various merchandise as the Iron Patriot. The war machine is a recolour of Iron Patriot's design but I don't think it'll be featured in the film,neutral
"holy shit....I tought the film will be an disaster, drama...But the ending make me watch the film. Goodjob",positive
"What an ending, What a movie. It was just fantastic",positive
"It's unfair for people to judge the movie due to the Mandarin. As a reader of the comic, though the movie does not follow the comic, the movie's plot and storyline is still really awesome and unexpected. It is a movie worth watching whether you read the comic or not.",positive
Its kind of a mix. Iron Patriot is normally an antagonist because Norman Osbourne is in the Iron Patriot suit. Rhodes is war machine but because Osbourne is Sony's property were left with a huge character change so he is like Iron war patriot machine. :P,neutral
Not exactly everyone will love this movie.But yes it seeriously sucks.No offense,negative
"I don't know why people hate it because he's not wearing his suit most of the time. There would be no character development if he was just always in his suit and just owning everyone with little effort. The fact that he had to struggle builds character. That's more important to the plot than just blowing everything up. If you want that, watch a Michael Bay movie.",positive
"This one of my favorite movies of the year, I don't care what other people say. This movie was a huge improvement over Iron Man 2. ",positive
best one in the series. NO ONE can replace RDJ as Tony Stark because he IS Tony Stark,positive
And in this movie you will clearly see Tony Stark destroying 60 Iron man costumes per second .,neutral
Iron man 3 is the best movie yet;],positive
"This will be the BEST Iron Man yet, And the last two were were pretty damn good.",positive
"It's pretty cool to see how the suit and him have evolved.  He could barley control it in the first movie, now he's jumping off of bridges into them and shit.  He might rely on his gadgets but he has the balls to use them.",positive
Damn this is the best trailer I've seen to date. I'm ready to see the movie!,positive
"The ending of this trailer's the best moment in the marvel cinematic universe.
So far",positive
"It's unfair for people to judge the movie due to the Mandarin. As a reader of the comic, though the movie does not follow the comic, the movie's plot and storyline is still really awesome and unexpected. It is a movie worth watching whether you read the comic or not.",positive
when a trailer gives you goosebumps you know it's gunna be goood,positive
The humor/action everything perfect!! definite watch! :),positive
the action sequences in this movie were AMAZING! omg. ,positive
"Its a awesome trailer, but the movie sucks",negative
"I'm not dogging the movie, the approach was... admirable. Really, I feel like the trailer was misleading.... It gave a good perspective of the ""take off the suit and what are you"" question... But I think it could have been written better. The first Iron Man will always be the best.",negative
when the evil green hooded guy takes his hood off he has captain americans shield tatooed on his neck.,neutral
"In the first movie, the final battle was against another person in an iron man suit. They introduced war machine in the 2nd movie. In the 3rd movie he makes a suit for Pepper only to protect her, not shown in this trailer. The suits shown at the end are sentient suits. There is not one in the suits. That's what makes this trailer so amazing. ",positive
If anyone is pondering whether to see this or not. You should. It is a very good film filled with action and loads of character development. Which is always a good thing.,positive
"In retrospect, I can totally imagine the guys who planned how they were going to market the movie to be giggling incessantly and rubbing their hands together whenever someone watched the trailer and thought it would be the ""dark"" chapter of Tony Stark's life.",negative
you're maybe not matured enough to handle the dark knight rises movie and plot developement. get lost and play the power rangers toys dumbass,negative
And in this movie you will clearly see Tony Stark destroying 60 Iron man costumes per second .,neutral
whats the song name in the begninng,neutral
I think I saw a parody of this in the theatres...,neutral
Are u crazy? Comic is for Nerd. The movies are amazing because of the great cast.,positive
no i saw your comment and saw the movie and there is smartphone,neutral
avengers was way better and i didnt even like it.,negative
"Utterly disappointed, a great talent wasted :(",negative
"says this is the best ironman movie out of the 3 on some movie sites, its the worst by far, plus they got the mandarin all wrong, the bad was really just a bad version of the human torch, it shoulda been called tony stark not ironman cause the movie goes about an hour and a half with no ironman, yawn!",negative
I thought Ironman I was terrfic.  II?  Don't so much.  My son and I are going this weekend.  Love reading through the YT comments to know what I'm in for.,neutral
A disappointing movie.,negative
This movie sucks to be honest. Only iron man fanboys would tell you it's good,negative
Saw part3 yesterday MAJOR LETDOWN!,negative
"if you watch the thor movie trailer, you'll see that it's the same song :)",neutral
"Expecting a Villain Epic, intelligent, cruel, ruthless take Hero to despair was not the mockery. Disappointing movie, zero emotion. If this was the last, is a terrible end.",negative
credits were too long to wait. what was it?,neutral
"This movie is amazing, saw it yesterday, one of the best comic book movies ever, most amazing twist, gave life to the movie, made me cry almost, genuinely gripping and fantastic at worst. Bravo Shane Black!!",positive
"I unfortunately hate this movie. In my opinion I think the mandarin part the twist is really out of place and ruins the villain in the movie. in the beginning It felt like he was a real villain kind of like the joker in the dark knight. You get this presence of a real threat even depicted in the trailers. But when the twist came, I Lost interest in the movie entireley. It is not as good as the original.",negative
"So many flaws in the movie, it doesn't deserve the praise it gets. It was entertaining and better from the second one but nothing more than that.",negative
one word to describe this movie after I watched it.....EPIC!!!!!!!!!!!!,positive
"My 5 year old, 7 year old and 8 year old have seen the other Iron Men movies...is this one okay for them too?  Or is it too dark?",neutral
Ive seen this movie and no it is not the worst. Its the best iron man to me but that could be cause of the hype of a new movie. and if your thinking that because the mandarin sounds like a lame joker watch the movie ;) theres a suprise inside.,positive
"Stop bitching about the movie. Just because a superhero movie took a different turn than the rest, doesn't mean you have to be spoonfed all your storylines. You were fooled, the reason why you didn't like it was because you weren't expecting the things that happened to actually happen. Tony Stark is a stronger character because of this movie.",positive
the Mandarin was right!!! I didn't see him coming!!!! really good movie!!!!,positive
"I didn't like it at all, most of the people i know didn't like it either. Bad movie with a lot of hype. Don't waste your money.",negative
"ohh this movie was good!...just wish the mandarin took the complete role as the true villian! the character was crazy,with the hoody Robe plus the voice nnd d way he talked,ohh i could imagine how epic he would have if they developed his character into the main villian.",positive
"For the ones who haven't seen it, the trailers are so much better than the final product. There's a twist right in the middle of the movie that makes this the worst Marvel film to date. 
It's an OK movie, maybe an OK Marvel film, but is an awful Iron Man movie.
If other movies of Marvel's Phase Two are anywhere near this, Disney can start crumbling because DC and Warner are coming strong.
PS: I'm a fan of both companies",negative
this is the uk trailer,neutral
"1:50 The musical transition here is just so perfect. It went from despair to hope, using the last note of a dark tone and bringing in the first note of the avengers theme. I get goosebumps watching this back because when you saw that avengers logo and hear the theme ring in, you just feel everything that had built up to this point in the MCU.",positive
One of the cleanest trailers ever. They foreshadowed so much without us knowing he made a conversation that really never happened and just the blending of the music sound effects everything. Just an amazing trailer,positive
1 year has passed since this trailer came out. Still gives goosebumps,positive
I feel like this movie is gonna break some records,positive
I could watch this trailer everyday for the rest of my life and still get chill bumps every time,positive
I got goosebumps all over my body till the trailer ended!,positive
"This film is going to gross all the money. As in literally everything. Everything in your bank account, everything in the parking meters, those coins stuck between your couch. Everything. All the money ever in the existence of everything.",positive
Do you guys remember the time when Soul stone was the biggest mystery? and Some people made theories that Soul stone was in Wakanda.,neutral
Still the best movie and trailer to this day. Barely knew the frachise at that point. Got me so hyped back then.,positive
"i just wanna see robert say ""no shit sherlock"" to benedict and they get very confused",neutral
Tony's gonna be salty because Peter's gonna start obsessing over the other Peter (Star-Lord),neutral
The trauma and powerlessness I had after watching this movie will never be topped 🥺🥺 What a villain,positive
"Oh wow, I can't wait to see this movie!! It's going to be completely awesome!!",positive
Its amazing how this trailer created a conversation between tony and gamora that never happened,positive
"Tony: tell me his name again 
Gamora: Thanos
Subtitle: Santos""",neutral
"It's 2023. Sometimes I still come back and re-watch these trailers, to remind myself of how unbelievably exciting this time in the MCU was. I hope I get to feel this again in my lifetime.",positive
"THIS was the MCU at its peak. The theories, the first time cross overs, thinking Cap was gonna die, seeing the GOTG mix with the Avengers and the pure might of Thanos. Nothing will top it. Star Wars of this generation.",positive
"Thanos: When I m done half of humanity will still exist
Coronavirus: My turn""",neutral
"This was the peak of the mcu, my god I still get pumped from watching this.",positive
"I honestly don’t believe any media will ever achieve the level of worldwide hype and anticipation that Infinity War and brought. Even as the MCU expands into phase 4 and beyond, this was truly a once in a lifetime experience",positive
"Take my money, Marvel. DO IT!!!!!!!!""",positive
No body....No body in their right mind has ANY idea.....how ready my body is for this movie…,positive
You know a trailer is good if you’re back watching this 3 yrs later and still get excited.😎,positive
"“How many times are you going to watch that trailer?”
Me : “I could do this all day”",positive
"Don't get me wrong, Endgame was epic but nothing will ever beat seeing infinity war for the first time",positive
Nostalgia. I miss the hype,neutral
Even after 4 years this trailer still gives me chills 🥶,positive
Coronavirus: when I'm done half of humanity will still exist.,neutral
The hype for the movie was once in a lifetime experience,positive
"Not gonna lie but this is probably the best MCU trailer ever made
still revisiting it years later",positive
"The hype, the feeling and everything was just so perfect with this and endgame. The infinity saga and its 14 year build up was peak MCU and one of the best things to happen in cinema history",positive
Remember when people thought Cap was the soul stone because of his eyes....,neutral
"Drax is not dead,you just cant see him",neutral
"Tom Holland's performance as spiderman completely blew my mind and gave me goosebumps, such an amazingly talented actor!",positive
Do you guys remember the time when Soul stone was the biggest mystery? and Some people made theories that Soul stone was in Wakanda.,neutral
"People are saying that ""too many heroes"" puts them into many positions with ""not enough room to tell story"". Dude, most of these characters are very well developed, there are frickn 10+ other marvel movies that tell who they are. Most of us know them already, and we just wanna see them in ACTION.",positive
How is it that I just watched this movie for the 3737462 time yesterday and this trailer still brings excitement 😅 lol,positive
"This film is going to gross all the money. As in literally everything. Everything in your bank account, everything in the parking meters, those coins stuck between your couch. Everything. All the money ever in the existence of everything.",positive
"perfectly balanced, as all things should be",positive
"The hype for this film was like no other, I watched this trailer every single day in school, I wonder if well ever get a movie series that has this much hype again, maybe marvel could do it again, but I doubt it, you just cant recapture this ending to the mcu",positive
I wanna relive the hype so bad I miss these days so much,positive
That was INSANELY AWESOME!!!,positive
"Ladies and Gentlemen, Drax can turn invisible. Or move so slowly that he appears invisible.",neutral
"Watched this trailer more than 100 times, infinity war had the best trailers of all time. Can't forget the hype that era of infinity war and endgame was peak marvel",positive
#1 trending worldwide again! Lets go boiisss,positive
#1 TRENDING IN THE UNIVERSE,positive
The moment when you realize you are watching this trailer even on today and got Goosebumps *_*,positive
This film is gonna be HUGE,positive
"Of course it has to be the NO.1 trending....AGAIN!
Marvel....the gift that keeps on giving.",positive
ONLY 40 MORE DAYS!!!!! Been waiting soooo long for this and it's looking to be everything I hoped for! Hype doesn't even describe it anymore!!!!!!,positive
#1 TRENDING IN THE MULTIVERSE,positive
I can't wait i can't wait i can't wait 😍😍😍,positive
"It's hilarious to think about it, Star lord makes the perfect plan,but he itself ruins it . Poor Starlord 😅",neutral
I think it's the best marvel movie,positive
"This is going to be the movie of the year, even trailer is so exciting.",positive
The fight sequences in this movie are going to be insane,positive
"As someone who was getting bored of the MCU, I was very surprised how much I enjoyed this movie. IMO the best MCU film in years.",positive
"As someone who grew up with Asian parents, when Tony Leung said “be careful how you speak to me, boy”. I felt that…",neutral
"Shang-Chi trailer: "" My son, you can't run from your past""
Black Widow trailer: ""I'm done running from my past""",neutral
I love that this trailer has soo many good moments and yet they somehow were able to hide all the crazy fights!!!!,positive
"Abomination, Dragon, Wong and the warrior dog. This movie is gonna be special. Fight sequences are looking great from now onwards.",positive
"Asian kid tryin to disobey his strict father… Asian kids in real life: Yeah, you definitely need super powers to do that.""",neutral
"As a long time MCU fan, this movie added a whole new level, the same way doctor strange did. It might just be my favorite installment to date. The trailers don't do it justice!! The callbacks and cameos, the original cast, the story and the way it's all weaved together so intricately and naturally. 10/10 recommend and I can't wait to see what the future holds in store for Shang-Chi!",positive
For everyone that doesn’t know the dragon is not Fin Fang Foom. This dragon is called The Great Protector. They chose not to have Fin Fang Foom in the film from due to racism and China. It still might be a version of him but very different.,neutral
I cannot wait for the fight scenes in this. They have such a good stunt group involved. It's going to be amazing!,positive
At this point I just want to consume anything MCU related.,positive
"Fun fact, the last time we saw Abomination was over 13 years ag",neutral
"After seeing this movie, I feel like EVERY scene had a purpose. There were no 'filler' scenes, every moment contributed to its own part of the film. Even if you don't know everything about the mcu I highly recommend you watch it!",positive
Without a doubt one of the best and most underrated MCU movies ever created.,positive
He is the most brave child. Fighting and yelling on his Asian father.,neutral
Abomination hit Wong so hard that it opened a MultiVerse.,neutral
I can not believe how good this movie,positive
"This movie deserved a billion dollar collection.......it was a very good movie the storytelling ,the action sequences, the presentation , visuals ,better than some of the Marvel movies.",positive
"Marvel likes to keep it close to reality, you know, an asian kid and a disappointed father.....",positive
One of the best marvel movies & they dropped it unexpectedly 🔥🔥🔥,positive
I can't believe this might just be my favorite MCU film in a few months!,positive
"What an incredible movie, fight scenes are spectacular and the plot flowed through really well! 10/10 would watch again :)",positive
"This movie is actually wayyy better than I expected, it exceeds the trailer and I really enjoyed every bit of the movie. The fight scenes are just amazing and everything are just fun to watch. 10/10 would rewatch!!",positive
One day Simu Liu will play a character with a healthy relationship with his father.,neutral
One of the best trailer of marvel studios🖤,positive
I love this movie it so well done and the story is great it in my top 5 MCU movies. The way they choreographer the dance was so cool,positive
"Alright, the first trailer didn’t really have me, but this one... this one is bringing back my Marvel hype again, fantastic trailer",positive
"just when you think a Marvel movie might be bad, Marvel does it again. This is gonna be good",positive
This is epic. We loved every minute of this film . ! It is truly magical !,positive
This is one of the best Marvel Movies ever made . Way better than I thought,positive
